date,numer_sta,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,is_holiday,paris_covid,paris_vac,pm25,pm10,retail_change,grocery_change,parks_change,stations_change,workplace_change,residential_change,stringency_index,flow_traffic,traffic_occupation,vehicle_number
2020-09-01 11:00:00,7149,101970,0,5,360,2.9,291.25,283.35,60,19830,1,0.0,0.0,25.0,1.0,800.0,31.0,23.0,10.0,100910,0.0,0.0,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,950.0,1.0,3.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,999.93507565337,10.384988493810186,76.05555555555556
2020-09-01 12:00:00,7149,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,0.0,0.0,0.0,100800,0.0,0.0,-230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1410.0,5.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1006.6807005494506,10.143438248626367,87.72222222222223
2020-09-01 13:00:00,7149,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,0.0,0.0,0.0,100800,0.0,0.0,-230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1410.0,5.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1050.917971409122,9.602897699115054,90.05882352941177
2020-09-01 14:00:00,7149,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,0.0,0.0,0.0,100800,0.0,0.0,-230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1410.0,5.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1046.1665071770333,8.978590020505818,91.05882352941177
2020-09-01 15:00:00,7149,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,0.0,0.0,-260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,5.0,6.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1044.1569672131147,9.8740944398907,78.05263157894737
2020-09-01 16:00:00,7149,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,0.0,0.0,-260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,5.0,6.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1057.152825051055,10.267837433628316,107.5
2020-09-01 17:00:00,7149,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,0.0,0.0,-260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,5.0,6.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1063.8078659370724,11.369344808481527,108.0
2020-09-01 18:00:00,7149,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,0.0,0.0,100700,0.0,0.0,-210.0,284.35,0.0,295.45,0.0,0.0,0.0,0.0,6.5,6.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,7.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1096.863074811256,11.658375051475653,124.73684210526315
2020-09-01 19:00:00,7149,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,0.0,0.0,100700,0.0,0.0,-210.0,284.35,0.0,295.45,0.0,0.0,0.0,0.0,6.5,6.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,7.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1148.0116405718175,10.811785377808022,151.21052631578948
2020-09-01 20:00:00,7149,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,0.0,0.0,100700,0.0,0.0,-210.0,284.35,0.0,295.45,0.0,0.0,0.0,0.0,6.5,6.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,7.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,1129.6668932698842,9.553135438477216,95.05555555555556
2020-09-01 21:00:00,7149,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.7,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,3.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,944.9104365620736,6.390037939972724,72.26666666666667
2020-09-01 22:00:00,7149,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.7,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,3.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,725.1710990502032,4.434179599728635,65.13333333333334
2020-09-01 23:00:00,7149,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.7,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,3.0,6.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,705,0.0,51.0,32.0,-35.0,-12.0,-17.0,-27.0,-46.0,8.0,46.76,626.2653116531166,3.9476904200542022,57.86666666666667
2020-09-02 00:00:00,7149,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,0.0,0.0,100840,0.0,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,570.5378213802436,3.461550926928285,43.92307692307693
2020-09-02 01:00:00,7149,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,0.0,0.0,100840,0.0,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,396.5243060257279,2.3322260121868634,28.538461538461537
2020-09-02 02:00:00,7149,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,0.0,0.0,100840,0.0,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,260.05598639455786,1.5555611632653066,18.5
2020-09-02 03:00:00,7149,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.4,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,192.6393220338983,1.1137288542372872,13.166666666666664
2020-09-02 04:00:00,7149,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.4,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,141.3779661016949,0.8080941762711878,9.642857142857142
2020-09-02 05:00:00,7149,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.4,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,166.1908905506458,0.8726433106730114,16.076923076923073
2020-09-02 06:00:00,7149,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,100860,0.0,0.0,-50.0,283.65,0.0,292.15,0.0,0.0,0.0,0.0,3.8,4.7,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,288.42294636795657,1.4942972572980302,30.066666666666666
2020-09-02 07:00:00,7149,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,100860,0.0,0.0,-50.0,283.65,0.0,292.15,0.0,0.0,0.0,0.0,3.8,4.7,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,625.9663258350375,3.6373011451942765,62.0625
2020-09-02 08:00:00,7149,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,100860,0.0,0.0,-50.0,283.65,0.0,292.15,0.0,0.0,0.0,0.0,3.8,4.7,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,910.4901840490801,7.662653394683037,146.33333333333334
2020-09-02 09:00:00,7149,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.6,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1058.6550034506556,12.295079337474133,119.2608695652174
2020-09-02 10:00:00,7149,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.6,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1074.4450418994413,12.630444252793266,55.230769230769226
2020-09-02 11:00:00,7149,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.6,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,977.7286816269284,11.398687019635348,88.06666666666666
2020-09-02 12:00:00,7149,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.0,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1035.0522758620689,10.757082565517239,106.0625
2020-09-02 13:00:00,7149,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.0,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1086.8349315068492,10.695463760273975,82.05263157894737
2020-09-02 14:00:00,7149,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.0,-10,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1058.704486743712,9.797540088375266,90.7
2020-09-02 15:00:00,7149,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,7.1,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1070.4208813559324,10.487512996610153,98.35
2020-09-02 16:00:00,7149,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,7.1,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1077.8595945945951,11.25651224324327,84.15
2020-09-02 17:00:00,7149,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,7.1,-10,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1055.8941056910573,12.289217113821115,105.42105263157896
2020-09-02 18:00:00,7149,101980,60,3,330,2.4,292.75,280.15,44,49310,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100920,0.0,0.0,220.0,284.45,0.0,295.85,0.0,0.0,0.0,0.0,3.7,5.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1075.4914749661702,13.03721507442492,171.375
2020-09-02 19:00:00,7149,101980,60,3,330,2.4,292.75,280.15,44,49310,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100920,0.0,0.0,220.0,284.45,0.0,295.85,0.0,0.0,0.0,0.0,3.7,5.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,615,0.0,50.0,37.0,-33.0,-15.0,-7.0,-28.0,-44.0,7.0,46.76,1122.7527740189446,13.170497868741547,165.77777777777774
